5-digit FIPS Code,County,State,2010 Prescribing Rate,State Abbreviation,Name,Release Year,Premature death raw value,Poor or fair health raw value,Poor physical health days raw value,Poor mental health days raw value,Low birthweight raw value,Adult smoking raw value,Adult obesity raw value,Binge drinking raw value,Motor vehicle crash deaths raw value,Chlamydia rate raw value,Teen births raw value,Uninsured adults raw value,Primary care provider rate per 100000 population,Ratio of population to primary care physicians,Preventable hospital stays raw value,Diabetes monitoring raw value,Hospice use raw value,High school graduation raw value,College degrees raw value,Unemployment raw value,Children in poverty raw value,Income inequality raw value,Inadequate social support raw value,Single-parent households raw value,Violent crime raw value,Homicides raw value,Air pollution-particulate matter days raw value,Air pollution-ozone days raw value,Access to healthy foods raw value,Liquor store density raw value
1103,"Morgan, AL",AL,158.6,AL,Morgan County,2010.0,9144.9,0.1475,3.58,3.77,0.091,0.2657,0.35,0.0897,20.5,348.8,60.1,0.17600000000000002,77.90989013,1283.534091,110.7183291,0.8094,0.335332163,0.64986911,0.191879816,0.047,0.205,44.5,0.2299,0.08673737699999999,238.3298778,,6.0,8.0,0.615384615,0.788788684
1105,"Perry, AL",AL,–,AL,Perry County,2010.0,15808.0,,6.26,4.83,0.1417,,0.402,,45.6,1171.1,54.5,0.128,27.81125429,3595.666667,89.46723799,0.621,0.238078203,0.6593406589999999,0.111442219,0.102,0.464,47.0,,0.158069607,566.695728,,4.0,0.0,0.5,1.873887379
1107,"Pickens, AL",AL,117.7,AL,Pickens County,2010.0,10915.4,0.2197,5.2,3.36,0.1098,0.1562,0.353,0.0783,35.8,367.6,54.2,0.163,50.41847333,1983.4,111.6265935,0.8351,0.191293476,0.676975945,0.11145448,0.064,0.304,46.5,,0.117155463,285.0636755,,5.0,0.0,0.5,0.0
1109,"Pike, AL",AL,117.4,AL,Pike County,2010.0,11704.7,0.2103,3.98,3.54,0.1034,0.1771,0.3670000000000001,0.1144,32.3,840.6,48.7,0.16399999999999998,47.16186626,2120.357143,94.66858291,0.7382,0.344536243,0.575268817,0.203948098,0.043,0.355,52.5,,0.161630469,176.252733,,6.0,0.0,0.333333333,0.99970009
1111,"Randolph, AL",AL,95.4,AL,Randolph County,2010.0,11203.1,0.1513,4.08,4.57,0.1043,0.248,0.317,0.0863,37.6,374.9,71.5,0.17600000000000002,26.6998932,3745.333333,134.50926090000002,0.7539,0.259015112,0.646302251,0.116159594,0.066,0.289,43.0,0.1521,0.09364676,,,6.0,0.0,0.4,0.444681608
1113,"Russell, AL",AL,157.8,AL,Russell County,2010.0,12358.0,0.2123,5.11,4.47,0.1071,,0.348,,28.4,597.0,69.4,0.146,34.62744938,2887.882353,63.13832713,0.7298,0.406349816,0.7124463520000001,0.104915049,0.071,0.327,44.3,,0.118626079,,,10.0,2.0,0.3,0.201365256
1115,"St. Clair, AL",AL,109.5,AL,St. Clair County,2010.0,9973.0,0.2303,4.53,3.97,0.0905,0.2956,0.339,0.1414,20.5,224.6,56.8,0.16899999999999998,27.77623465,3600.2,100.9506547,0.7876,0.3866688720000001,0.667428571,0.138945575,0.045,0.171,39.2,0.2287,0.067763833,199.970671,,7.0,0.0,0.384615385,0.400245484
1117,"Shelby, AL",AL,124.2,AL,Shelby County,2010.0,6603.8,0.1148,3.17,3.61,0.0797,0.2034,0.281,0.1107,17.8,127.4,29.5,0.133,94.36270227,1059.740741,70.44952955,0.815,0.450590611,0.8354755779999999,0.390337901,0.033,0.09,43.1,0.1984,0.067131597,127.0031779,,6.0,16.0,0.52631579,0.90239982
1119,"Sumter, AL",AL,49.4,AL,Sumter County,2010.0,13296.7,0.2472,4.06,4.43,0.1284,,0.4,,44.7,1109.8,45.7,0.158,36.6568915,2728.0,62.5830826,0.7308,0.379708045,0.745098039,0.137218643,0.078,0.466,49.2,,0.142004412,207.6381164,,4.0,0.0,0.25,1.480604087
1121,"Talladega, AL",AL,147.4,AL,Talladega County,2010.0,10788.8,0.2768,5.07,4.86,0.1195,0.2472,0.328,0.0623,26.2,659.0,66.7,0.123,41.30059323,2421.272727,95.83570692,0.8065,0.385490984,0.607632094,0.117777409,0.065,0.246,45.2,0.2889,0.114496676,147.292563,,7.0,0.0,0.5,0.623791404
1123,"Tallapoosa, AL",AL,95.3,AL,Tallapoosa County,2010.0,10327.2,0.2424,4.65,5.53,0.1085,0.333,0.33,0.1242,28.3,504.8,63.2,0.136,61.81233774,1617.8,94.69243855,0.7329,0.435934392,0.617059891,0.160175457,0.065,0.257,51.5,,0.10300349,366.6579172,,4.0,0.0,0.28571428600000004,0.7366844290000001
1125,"Tuscaloosa, AL",AL,118.7,AL,Tuscaloosa County,2010.0,9525.2,0.1761,4.41,4.27,0.1134,0.2215,0.322,0.123,21.0,594.2,37.0,0.154,97.05916541,1030.299401,79.49192018,0.7521,0.274146758,0.634324465,0.263813317,0.042,0.217,49.9,0.1689,0.088751496,449.5967358,,5.0,3.0,0.35714285700000004,0.3986673120000001
1127,"Walker, AL",AL,338.1,AL,Walker County,2010.0,15507.1,0.2904,6.43,4.49,0.0912,0.3011,0.324,0.108,40.1,244.2,62.2,0.134,44.84694173,2229.806452,113.74738700000002,0.7799,0.316826139,0.720481928,0.08848543,0.051,0.246,45.1,0.2049,0.088859318,136.61465980000003,,5.0,0.0,0.388888889,0.289297441
1129,"Washington, AL",AL,38.2,AL,Washington County,2010.0,9774.1,0.1877,6.08,2.06,0.0994,,0.34600000000000003,0.1133,33.1,385.2,50.2,0.17600000000000002,28.71912694,3482.0,114.1042677,0.7129,0.542239618,0.76284585,0.097375616,0.076,0.266,43.3,,0.094274575,99.86556559,,4.0,0.0,0.214285714,0.0
1131,"Wilcox, AL",AL,51.2,AL,Wilcox County,2010.0,13015.6,0.2237,3.28,5.73,0.113,,0.394,,45.6,1130.8,72.8,0.141,31.6405632,3160.5,91.49951195,0.6667,0.34677058200000005,0.7218934909999999,0.111390744,0.127,0.467,51.8,,0.162936147,133.9285714,,4.0,0.0,0.153846154,1.58115266
1133,"Winston, AL",AL,139.3,AL,Winston County,2010.0,10334.2,0.189,5.45,6.34,0.094,0.2725,0.28300000000000003,0.0875,35.7,69.0,63.3,0.151,33.00874732,3029.5,216.9051716,0.71,0.34086531600000003,0.7598870059999999,0.094022158,0.078,0.258,45.2,,0.091955225,151.13627,,5.0,0.0,0.375,0.0
5001,"Arkansas, AR",AR,82.7,AR,Arkansas County,2010.0,12292.1,0.2963,4.19,3.59,0.1105,0.2619,0.333,0.0834,34.1,593.4,60.1,0.182,65.53740674,1525.8461539999996,116.3968325,0.7466,0.211237453,1.0,0.121831797,0.092,0.265,46.9,0.235,0.104055812,,9.9,5.0,0.0,0.333333333,1.522224477
5003,"Ashley, AR",AR,46.8,AR,Ashley County,2010.0,9936.5,0.2236,4.9,4.48,0.0938,0.3176,0.34600000000000003,0.14,34.8,389.6,66.7,0.17800000000000002,57.06008866,1752.5384620000002,97.78510374,0.7355,0.33611952,0.763157895,0.10062333,0.07200000000000001,0.301,45.0,0.2922,0.096653879,,6.7,5.0,0.0,0.28571428600000004,0.442477876
5005,"Baxter, AR",AR,171.4,AR,Baxter County,2010.0,9483.1,0.1482,3.51,3.49,0.0679,0.2421,0.261,0.1281,35.6,138.0,53.8,0.227,82.01406666,1219.30303,92.12870448,0.7841,0.259098475,0.8104738159999999,0.1277849,0.056,0.219,43.0,0.2176,0.058585503,,2.5,1.0,0.0,0.25,3.159020218
5007,"Benton, AR",AR,97.8,AR,Benton County,2010.0,6371.7,0.1477,3.18,2.73,0.0658,0.1887,0.27,0.105,18.0,153.5,57.8,0.205,53.07441345,1884.147059,65.71752070000001,0.7952,0.332057321,0.767398412,0.203246309,0.038,0.149,41.7,0.1681,0.073215145,,2.6,2.0,0.0,0.428571429,0.0
5009,"Boone, AR",AR,169.8,AR,Boone County,2010.0,9319.2,0.1734,4.19,3.03,0.0731,0.2275,0.278,0.084,29.2,195.0,60.3,0.199,96.02349752,1041.411765,114.92758290000002,0.8011,0.201193857,0.857142857,0.12674469,0.051,0.224,46.2,0.1705,0.073279908,,3.7,1.0,0.0,0.222222222,0.0
5011,"Bradley, AR",AR,139.2,AR,Bradley County,2010.0,10739.4,0.153,3.18,5.38,0.0924,0.2143,0.307,0.0963,41.7,330.3,76.9,0.257,98.39291571,1016.333333,121.830845,0.6779,,0.846153846,0.119263862,0.069,0.344,49.7,,0.095159288,,9.3,3.0,0.0,0.5,0.0
5013,"Calhoun, AR",AR,125.1,AR,Calhoun County,2010.0,10817.8,0.142,3.31,2.05,0.1351,,0.307,0.015,38.4,323.9,48.8,0.235,18.06684734,5535.0,79.46959183,0.8197,,0.905660377,0.07296467,0.058,0.229,47.1,,0.079844627,,12.8,3.0,0.0,0.0,3.5938903860000004
5015,"Carroll, AR",AR,61.6,AR,Carroll County,2010.0,9471.4,0.21600000000000005,4.74,4.24,0.0617,0.3,0.252,0.1196,25.6,98.8,70.0,0.35600000000000004,55.92632639,1788.0666670000005,80.87883463,0.8007,0.246434411,0.8692579509999999,0.138315802,0.042,0.28600000000000003,47.6,0.2717,0.07743645099999999,,3.3,2.0,0.0,0.666666667,2.208480565
5017,"Chicot, AR",AR,–,AR,Chicot County,2010.0,11587.6,,5.97,5.41,0.103,0.2886,0.35200000000000004,0.0782,37.8,542.0,73.1,0.194,78.6163522,1272.0,143.1561836,0.7606,,0.95,0.116751269,0.077,0.448,52.5,,0.143900096,,18.3,6.0,0.0,1.0,0.79795723
5019,"Clark, AR",AR,96.3,AR,Clark County,2010.0,8766.2,0.1867,4.08,3.3,0.0794,0.1585,0.315,0.13699999999999998,26.8,488.8,33.4,0.234,64.63010039,1547.266667,63.9352397,0.7053,0.160734244,0.8532818529999999,0.198179833,0.054000000000000006,0.263,47.1,0.2069,0.092010772,,2.4,4.0,0.0,0.2,0.0
5021,"Clay, AR",AR,65.1,AR,Clay County,2010.0,11455.0,0.2882,4.57,4.71,0.0781,0.2975,0.3,0.0821,46.6,90.9,69.6,0.184,36.40114057,2747.166667,120.7149154,0.7884,0.102367555,1.0,0.073921971,0.076,0.276,47.3,0.2518,0.06390724,,4.2,6.0,0.0,0.272727273,0.0
5023,"Cleburne, AR",AR,132.0,AR,Cleburne County,2010.0,8477.2,0.2054,4.83,3.95,0.1034,0.2117,0.279,0.0386,37.1,109.9,56.1,0.252,51.85480654,1928.461539,79.96102768,0.7899,0.331768081,0.909090909,0.138851957,0.053,0.276,43.8,0.1958,0.062217861,,1.7,1.0,0.0,0.363636364,0.0
5025,"Cleveland, AR",AR,–,AR,Cleveland County,2010.0,7589.1,0.3011,5.03,5.49,0.1047,0.2658,0.315,0.0953,23.1,225.8,55.3,0.237,0.0,-8858.0,94.09690291,0.7795,0.211864094,0.962962963,0.099840961,0.055,0.234,43.1,0.2099,0.079437825,,3.3,3.0,0.0,0.0,2.301495972
5027,"Columbia, AR",AR,128.9,AR,Columbia County,2010.0,11464.2,0.1923,3.25,4.35,0.0947,0.2131,0.31,0.1027,32.6,793.8,47.6,0.18,56.97541918,1755.142857,93.73940118,0.7308,0.247348839,0.8520179370000001,0.16796558399999995,0.065,0.304,48.1,0.2535,0.100791504,,10.9,3.0,0.0,0.333333333,0.0
5029,"Conway, AR",AR,94.9,AR,Conway County,2010.0,9285.6,0.252,3.88,3.81,0.0719,0.3112,0.28800000000000003,0.1124,33.0,207.8,62.8,0.184,73.31378299,1364.0,82.14660524,0.7273,0.22943535,0.85440613,0.115356083,0.052000000000000005,0.265,45.1,0.2485,0.081963098,,7.0,4.0,0.0,0.111111111,3.902058336
5031,"Craighead, AR",AR,171.8,AR,Craighead County,2010.0,9608.8,0.2083,3.46,3.58,0.0798,0.2275,0.293,0.0938,21.9,428.4,52.2,0.197,118.9346203,840.7980769,90.95408234,0.7574,0.198887516,0.9006750240000001,0.209443075,0.045,0.248,45.1,0.1962,0.08618928199999999,,5.2,8.0,0.0,0.35714285700000004,0.111437996
5033,"Crawford, AR",AR,139.7,AR,Crawford County,2010.0,9610.6,0.1857,3.55,2.94,0.0777,0.2591,0.29,0.0842,19.8,127.6,63.1,0.182,52.71481286,1897.0,98.42920271,0.7627,0.301260955,0.8327272729999999,0.097023545,0.045,0.254,41.5,0.1567,0.09181809,,4.1,3.0,0.0,0.363636364,0.0
5035,"Crittenden, AR",AR,99.9,AR,Crittenden County,2010.0,12731.9,0.2213,3.77,4.76,0.1295,0.2611,0.342,0.1185,23.4,804.5,90.3,0.15,44.6853568,2237.869565,76.83578215,0.7614,0.166524655,0.7305458770000001,0.127698258,0.07400000000000001,0.383,46.3,0.2827,0.160251205,,15.3,11.0,13.0,0.3,0.385854571
5037,"Cross, AR",AR,103.7,AR,Cross County,2010.0,10458.0,0.1959,3.58,4.32,0.0963,0.3431,0.309,0.1043,29.7,519.5,66.9,0.2,26.03217577,3841.4,115.206836,0.6852,0.191687582,0.942857143,0.098694812,0.064,0.294,48.8,0.1976,0.105263158,,4.5,9.0,0.0,0.6,1.05535328
5039,"Dallas, AR",AR,99.0,AR,Dallas County,2010.0,13076.1,0.1665,3.47,2.76,0.1406,0.1864,0.329,0.0303,37.6,706.6,57.8,0.179,47.29250414,2114.5,116.8632415,0.6507,0.156985771,0.916666667,0.096176323,0.068,0.317,50.3,,0.092639955,,16.3,3.0,0.0,0.25,3.583373149
5041,"Desha, AR",AR,135.0,AR,Desha County,2010.0,11737.5,0.1889,4.33,3.07,0.1382,0.2195,0.336,0.1039,32.3,535.9,83.7,0.195,35.41578127,2823.6,139.13492480000002,0.6738,0.28992469600000004,0.941666667,0.110716524,0.081,0.363,49.4,,0.150793651,,18.6,5.0,0.0,0.25,2.841110874
5043,"Drew, AR",AR,130.8,AR,Drew County,2010.0,10076.4,0.192,3.59,3.35,0.1008,0.2594,0.299,0.1347,38.2,462.3,50.1,0.192,37.40515122,2673.428571,125.1012307,0.7742,0.17819170399999998,0.84501845,0.17259586300000002,0.07400000000000001,0.304,49.6,,0.106719368,,7.6,3.0,0.0,0.2,0.532311296
5045,"Faulkner, AR",AR,112.6,AR,Faulkner County,2010.0,7648.6,0.1942,4.02,3.39,0.0717,0.1863,0.29100000000000004,0.1309,23.7,288.0,33.8,0.204,65.87081214,1518.123077,64.43867492,0.8192,0.370211203,0.797833935,0.252119019,0.044,0.163,43.1,0.1614,0.08522050099999999,,3.5,8.0,0.0,0.333333333,0.0
5047,"Franklin, AR",AR,59.0,AR,Franklin County,2010.0,8647.3,0.1897,2.79,3.82,0.0734,0.2727,0.322,0.123,20.8,317.4,59.6,0.195,22.25560563,4493.25,92.4166979,0.7865,0.192572664,1.0,0.110262571,0.041,0.271,42.6,,0.073089218,,1.6,3.0,0.0,0.333333333,3.3229951260000004
5049,"Fulton, AR",AR,115.7,AR,Fulton County,2010.0,10616.5,0.1813,3.9,3.7,0.077,0.2894,0.285,0.1123,34.3,93.6,53.5,0.258,59.69131065,1675.285714,128.8287733,0.8418,,0.909836066,0.104816208,0.048,0.32,48.6,0.2241,0.06029106,,4.9,1.0,0.0,0.111111111,0.0
5051,"Garland, AR",AR,210.3,AR,Garland County,2010.0,11260.1,0.1904,4.27,4.16,0.0867,0.2698,0.266,0.1176,24.9,254.3,67.3,0.222,82.57107009999999,1211.0779220000004,60.56444045,0.8342,0.282097442,0.788808664,0.179650365,0.052000000000000005,0.29100000000000004,46.0,0.2101,0.077565917,,8.0,5.0,0.0,0.384615385,2.414622112
5053,"Grant, AR",AR,31.8,AR,Grant County,2010.0,8213.3,0.1885,4.59,5.05,0.0829,0.3231,0.305,0.1581,24.5,114.3,47.2,0.227,23.18303002,4313.5,90.83076621,0.64,0.331042883,0.785522788,0.110402809,0.049,0.154,42.1,0.2055,0.065213908,,1.7,3.0,0.0,0.2,0.0
5055,"Greene, AR",AR,168.5,AR,Greene County,2010.0,10341.6,0.1997,4.48,4.49,0.0782,0.2849,0.297,0.1275,30.1,124.7,77.2,0.174,61.34028523,1630.25,112.617295,0.6628,0.213420529,1.0,0.108935129,0.062,0.22,46.6,0.2005,0.077288136,,3.0,7.0,0.0,0.125,1.252254057
5057,"Hempstead, AR",AR,134.3,AR,Hempstead County,2010.0,9154.1,0.2613,5.23,5.5,0.105,0.2619,0.322,0.1352,38.7,869.5,80.1,0.25,43.30504071,2309.2,108.3278095,0.6509,0.188430011,1.0,0.109691304,0.055,0.332,45.4,0.3093,0.111507981,,6.1,4.0,0.0,0.375,0.431853515
5059,"Hot Spring, AR",AR,120.3,AR,Hot Spring County,2010.0,9561.6,0.2409,3.94,3.71,0.0814,0.2181,0.316,0.1316,30.2,211.2,63.3,0.192,38.74217085,2581.166667,121.08764440000002,0.7507,0.220291139,0.848351648,0.11189536,0.062,0.223,41.4,0.2526,0.083472176,,5.1,4.0,0.0,0.166666667,0.316085596
5061,"Howard, AR",AR,176.0,AR,Howard County,2010.0,9069.1,0.2007,4.47,3.29,0.0905,0.2617,0.294,0.0762,36.1,603.5,77.0,0.236,48.79749042,2049.285714,99.61853406,0.6879,0.13870001699999998,0.8741007190000001,0.116276561,0.052000000000000005,0.257,47.3,,0.093036008,,12.0,6.0,0.0,0.6,0.0
5063,"Independence, AR",AR,206.7,AR,Independence County,2010.0,9246.5,0.2081,4.4,5.12,0.0924,0.2622,0.279,0.0928,25.9,275.0,65.2,0.177,87.52224524,1142.566667,113.1946543,0.7493,0.114863956,0.92348285,0.13732658,0.066,0.225,44.4,0.2276,0.071136853,,4.2,2.0,0.0,0.1875,0.0
5065,"Izard, AR",AR,130.9,AR,Izard County,2010.0,10557.7,0.2528,4.76,2.91,0.0845,0.2358,0.267,0.0622,30.4,67.4,61.9,0.236,45.70732079,2187.833333,106.360594,0.7938,0.197438857,1.0,0.116757665,0.062,0.314,45.9,0.1328,0.05919117700000001,,3.3,1.0,0.0,0.214285714,0.7636502479999999
5067,"Jackson, AR",AR,174.1,AR,Jackson County,2010.0,10137.9,0.3075,6.09,3.75,0.1103,0.2272,0.311,0.0732,29.1,183.6,78.7,0.159,91.41812364,1093.875,202.0372837,0.515,0.182276786,0.829875519,0.103080957,0.073,0.366,49.4,0.1803,0.087792282,,8.1,6.0,0.0,0.333333333,3.465603882
5069,"Jefferson, AR",AR,92.8,AR,Jefferson County,2010.0,11370.9,0.1755,3.43,3.56,0.1227,0.2444,0.349,0.128,24.1,876.6,70.7,0.15,97.71302057,1023.405063,66.93509594,0.8091,0.29549527600000003,0.66580534,0.156835805,0.07200000000000001,0.374,46.5,0.2818,0.132318769,,16.7,3.0,0.0,0.25,1.868157872
5071,"Johnson, AR",AR,37.7,AR,Johnson County,2010.0,8790.4,0.215,4.9,3.74,0.0654,0.2552,0.282,0.1275,25.0,184.0,82.5,0.255,75.19739316,1329.833333,87.11635029,0.7514,0.169078901,0.855263158,0.131333468,0.044,0.247,48.0,0.2551,0.07690547,,3.7,2.0,0.0,0.25,0.0
5073,"Lafayette, AR",AR,–,AR,Lafayette County,2010.0,10267.8,0.2083,5.41,4.87,0.1071,0.2014,0.306,,26.2,557.2,74.5,0.235,25.21114333,3966.5,98.03572039,0.6505,,1.0,0.095397049,0.066,0.361,48.4,,0.092603378,,17.5,3.0,0.0,0.5,0.0
5075,"Lawrence, AR",AR,41.9,AR,Lawrence County,2010.0,10664.6,0.2029,4.86,3.84,0.0777,0.3164,0.29600000000000004,0.0912,41.1,1011.9,55.4,0.17,41.12566829,2431.571429,124.2685833,0.8453,0.090038491,0.753246753,0.084912043,0.067,0.326,44.0,,0.074423185,,3.3,3.0,0.0,0.28571428600000004,0.0
5077,"Lee, AR",AR,–,AR,Lee County,2010.0,11414.5,,4.86,3.37,0.1124,0.174,0.334,0.068,27.9,500.9,80.6,0.154,44.40891731,2251.8,108.3881962,0.6917,0.235033814,0.626865672,0.07281675900000001,0.08,0.471,51.2,,0.155428025,,17.0,5.0,0.0,0.166666667,0.0
5079,"Lincoln, AR",AR,41.5,AR,Lincoln County,2010.0,11246.7,0.1881,4.23,4.1,0.1056,0.2527,0.322,0.0356,27.0,424.8,68.7,0.205,0.0,-14125.0,67.80962141,0.8898,0.175528195,0.854700855,0.076471205,0.076,0.309,44.3,,0.110902696,,13.0,4.0,0.0,0.5,0.0
5081,"Little River, AR",AR,45.1,AR,Little River County,2010.0,9770.4,0.1929,4.81,4.46,0.1035,0.2761,0.32,0.1812,30.3,420.7,54.0,0.2,54.05405405,1850.0,134.7852976,0.675,,0.8275862070000001,0.099123099,0.037000000000000005,0.275,45.1,,0.092223239,,2.2,4.0,0.0,0.333333333,0.0
5083,"Logan, AR",AR,54.5,AR,Logan County,2010.0,10904.5,0.2785,6.29,4.16,0.0837,0.3445,0.277,0.1459,29.8,187.7,69.4,0.17800000000000002,35.44371096,2821.375,102.5574271,0.8346,0.263693944,0.839464883,0.093841642,0.061,0.256,45.2,0.2621,0.080639595,,7.0,2.0,0.0,0.333333333,1.77202853
5085,"Lonoke, AR",AR,115.3,AR,Lonoke County,2010.0,9541.8,0.1778,3.76,3.6,0.0763,0.2892,0.321,0.1379,27.7,0.0,50.3,0.17600000000000002,21.77955737,4591.461539,92.18328924,0.7462,0.315200661,0.8011049720000001,0.145631648,0.042,0.161,39.5,0.1803,0.089554563,,3.5,8.0,0.0,0.444444444,0.323211429
5087,"Madison, AR",AR,30.6,AR,Madison County,2010.0,9322.8,0.1838,4.52,2.17,0.0707,0.3411,0.272,0.1786,53.1,91.1,53.0,0.273,13.47708895,7420.0,72.83833827,0.6721,0.38242744,1.0,0.100568243,0.04,0.264,46.6,,0.068277503,,3.9,1.0,0.0,0.25,0.0
5089,"Marion, AR",AR,60.1,AR,Marion County,2010.0,9137.1,0.1519,4.26,3.43,0.0686,0.2642,0.28800000000000003,0.1266,27.3,76.8,46.5,0.233,18.38573267,5439.0,90.74574215,0.7755,0.179089496,0.616216216,0.104373329,0.058,0.319,44.3,0.1405,0.063754427,,2.6,1.0,0.0,0.571428571,0.0
5091,"Miller, AR",AR,136.0,AR,Miller County,2010.0,10007.5,0.2384,4.16,3.24,0.1009,0.264,0.342,0.1287,25.1,508.7,75.3,0.185,70.93204709999998,1409.8,104.3201409,0.7547,0.24472277,0.7341269840000001,0.125164793,0.037000000000000005,0.293,47.5,0.2522,0.119971862,,6.9,0.0,0.0,0.4,3.978283254
5093,"Mississippi, AR",AR,142.8,AR,Mississippi County,2010.0,12346.2,0.284,5.61,4.93,0.1155,0.273,0.325,0.0911,25.4,707.1,100.8,0.14,55.11043283,1814.538462,129.7782984,0.6661,0.116020201,0.727762803,0.112963432,0.07200000000000001,0.403,47.0,0.2757,0.134063776,,11.1,13.0,0.0,0.263157895,1.493779476
5095,"Monroe, AR",AR,–,AR,Monroe County,2010.0,14000.7,0.226,3.87,2.52,0.1179,,0.315,0.1067,31.5,516.8,70.3,0.187,22.00946407,4543.5,108.1871166,0.7548,0.194454775,0.942446043,0.08436837300000001,0.059,0.384,50.7,,0.116930573,,4.5,4.0,0.0,0.4,2.243913385
5097,"Montgomery, AR",AR,100.8,AR,Montgomery County,2010.0,9437.1,0.2773,4.54,3.99,0.0676,0.16,0.271,0.0808,36.0,32.4,55.7,0.295,22.06287921,4532.5,65.03363436,0.7755,,0.8526315790000001,0.088335396,0.053,0.311,43.6,,0.050198151,,6.3,4.0,0.0,0.125,0.0
5099,"Nevada, AR",AR,–,AR,Nevada County,2010.0,11020.1,0.2704,3.56,4.92,0.1128,,0.3,0.0782,56.1,591.3,83.0,0.175,41.95070792,2383.75,112.2042514,0.8111,,0.875,0.107072243,0.064,0.3,46.8,,0.097097354,,4.4,3.0,0.0,0.28571428600000004,0.0
5101,"Newton, AR",AR,–,AR,Newton County,2010.0,8160.7,0.1729,4.05,3.89,0.0649,0.3314,0.306,0.1166,28.6,35.7,50.7,0.255,23.86350078,4190.5,123.9801289,0.9455,,1.0,0.118163055,0.053,0.35200000000000004,47.1,,0.068571429,,5.0,1.0,0.0,0.090909091,0.0
5103,"Ouachita, AR",AR,104.8,AR,Ouachita County,2010.0,11231.4,0.1743,4.5,4.32,0.1237,0.1964,0.32,0.0887,31.3,516.7,72.0,0.16,48.8244573,2048.153846,76.56697687,0.7778,0.19888258600000006,0.920792079,0.127272727,0.06,0.31,45.4,0.2335,0.106949109,,12.5,3.0,0.0,0.5,2.657151534
5105,"Perry, AR",AR,91.1,AR,Perry County,2010.0,9793.9,0.2894,6.18,4.29,0.0792,0.2724,0.281,0.1585,41.7,163.3,47.5,0.233,19.4874793,5131.5,100.007004,0.7714,0.294976995,0.807407407,0.110803324,0.051,0.252,45.2,,0.071195788,,4.2,4.0,0.0,0.166666667,0.975990631
5107,"Phillips, AR",AR,189.5,AR,Phillips County,2010.0,15305.4,0.2122,3.93,5.08,0.1269,0.2024,0.358,0.1004,33.4,882.9,102.1,0.124,51.59071367,1938.333333,139.7529354,0.6061,0.141746605,0.629072682,0.123605707,0.067,0.493,51.3,0.2687,0.178354443,,22.9,5.0,0.0,0.230769231,1.328432892
5109,"Pike, AR",AR,–,AR,Pike County,2010.0,9155.6,0.3009,3.07,3.07,0.0808,,0.289,0.1466,23.3,165.8,57.2,0.294,46.11695259,2168.4,108.4371763,0.7222,,0.988700565,0.100614138,0.057,0.246,48.3,0.1035,0.067939609,,2.6,5.0,0.0,0.428571429,0.0
5111,"Poinsett, AR",AR,40.4,AR,Poinsett County,2010.0,13682.1,0.2556,5.1,5.33,0.0928,0.3667,0.334,0.1394,35.7,330.9,76.6,0.166,19.92349378,5019.2,119.7558896,0.7652,0.209277422,0.801608579,0.063152213,0.059,0.379,44.0,0.2912,0.097945342,,5.7,11.0,0.0,0.333333333,2.809101489
5113,"Polk, AR",AR,85.8,AR,Polk County,2010.0,8310.9,0.2193,5.32,4.61,0.0769,0.2506,0.28600000000000003,0.1165,32.7,137.5,75.7,0.243,69.9860028,1428.857143,93.57981401,0.7472,0.127585702,0.967889908,0.109440948,0.048,0.302,46.5,0.269,0.068348453,,2.1,0.0,2.0,0.571428571,0.494535384
5115,"Pope, AR",AR,161.9,AR,Pope County,2010.0,7905.8,0.1941,3.46,3.15,0.07,0.2575,0.29600000000000004,0.1216,22.4,208.1,48.6,0.184,75.12491701,1331.1162789999996,101.7746921,0.7528,0.238751911,0.819548872,0.189899991,0.045,0.239,43.3,0.1919,0.081686875,,2.5,1.0,0.0,0.4,0.171147889
5117,"Prairie, AR",AR,123.5,AR,Prairie County,2010.0,11611.1,0.2492,5.74,4.39,0.0957,0.2426,0.297,0.1421,26.3,224.0,55.7,0.267,33.51206434,2984.0,108.0096445,0.7862,0.340360383,0.896907217,0.090381679,0.053,0.247,47.0,,0.082948125,,7.7,4.0,0.0,0.333333333,2.258866049
5119,"Pulaski, AR",AR,122.8,AR,Pulaski County,2010.0,10135.7,0.1485,3.36,3.41,0.1018,0.2003,0.27,0.1434,19.0,569.5,61.9,0.165,162.362702,615.905,69.23207665,0.7801,0.397181314,0.678747535,0.281128005,0.044,0.225,46.2,0.1847,0.111361209,,15.6,16.0,17.0,0.4,2.147374298
5121,"Randolph, AR",AR,96.6,AR,Randolph County,2010.0,8491.7,0.2127,5.38,4.57,0.0832,0.2846,0.284,0.0724,35.4,81.3,54.4,0.18600000000000005,55.3495323,1806.7,99.62203255,0.7839,0.17863439600000006,0.855813954,0.106004751,0.077,0.26,44.6,0.2856,0.076256022,,3.9,1.0,0.0,0.14285714300000002,0.0
5123,"St. Francis, AR",AR,101.3,AR,St. Francis County,2010.0,12034.7,0.191,4.89,5.69,0.1237,0.2642,0.324,0.0806,22.2,700.9,96.3,0.152,43.72062521,2287.25,91.29249497,0.7083,0.283364317,0.656410256,0.096076597,0.08900000000000001,0.429,49.8,,0.152245345,,13.1,9.0,0.0,0.181818182,1.841891992
